drug1,pubchem_id1,drug2,pubchem_id2,cell,label
CHEMBL277800,354624,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,1
CHEMBL277800,354624,Emcyt (Pharmacia),54611422,BT549,1
CHEMBL277800,354624,allopurinol,135401907,BT549,1
122111-05-1,356653,"Azacytidine, 5-",1805,BT549,1
122111-05-1,356653,amifostine,2141,BT549,0
122111-05-1,356653,anastrozole,2187,BT549,0
122111-05-1,356653,busulfan,2478,BT549,0
122111-05-1,356653,carmustine,2578,BT549,0
122111-05-1,356653,cyclophosphamide,2907,BT549,0
122111-05-1,356653,NSC256439,3685,BT549,0
122111-05-1,356653,ifosfamide,3690,BT549,0
122111-05-1,356653,methoxsalen,4114,BT549,0
122111-05-1,356653,pipobroman,4842,BT549,0
122111-05-1,356653,Vorinostat,5311,BT549,1
122111-05-1,356653,thalidomide,5426,BT549,0
122111-05-1,356653,mitomycin C,5746,BT549,0
122111-05-1,356653,Triethylenemelamine,5799,BT549,0
122111-05-1,356653,55-86-7,5935,BT549,0
122111-05-1,356653,Quinacrine hydrochloride,6239,BT549,0
122111-05-1,356653,Procarbazine hydrochloride,9703,BT549,0
122111-05-1,356653,Zanosar,29327,BT549,0
122111-05-1,356653,ADM hydrochloride,32874,BT549,0
122111-05-1,356653,paclitaxel,36314,BT549,0
122111-05-1,356653,Co-V,40926,BT549,0
122111-05-1,356653,IMIQUIMOD,57469,BT549,0
122111-05-1,356653,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
122111-05-1,356653,Zoledronic acid,68740,BT549,0
122111-05-1,356653,Fulvestrant,104741,BT549,0
122111-05-1,356653,7-Ethyl-10-hydroxycamptothecin,104842,BT549,1
122111-05-1,356653,5-Aminolevulinic acid hydrochloride,123608,BT549,0
122111-05-1,356653,Pralatrexate,148121,HS578T,0
122111-05-1,356653,docetaxel,148124,BT549,0
122111-05-1,356653,Erlotinib hydrochloride,176871,BT549,0
122111-05-1,356653,Lapatinib,208908,BT549,0
122111-05-1,356653,Sorafenib,216239,BT549,0
122111-05-1,356653,Vinblastine sulfate,241902,BT549,0
122111-05-1,356653,Bortezomib,387447,BT549,0
122111-05-1,356653,cis-Platin,441203,BT549,0
122111-05-1,356653,NSC-127716,451668,BT549,0
122111-05-1,356653,Antibiotic AD 32,454216,BT549,0
122111-05-1,356653,Dasatinib,3062316,BT549,0
122111-05-1,356653,Antibiotic AY 22989,5284616,BT549,0
122111-05-1,356653,Sunitinib,5329102,BT549,0
122111-05-1,356653,Romidepsin,5352062,BT549,0
122111-05-1,356653,bleomycin,5360373,BT549,1
122111-05-1,356653,NSC733504,6442177,BT549,0
122111-05-1,356653,Ixabepilone,6445540,BT549,0
122111-05-1,356653,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
122111-05-1,356653,Emcyt (Pharmacia),54611422,BT549,0
122111-05-1,356653,allopurinol,135401907,BT549,0
Bortezomib,387447,NSC256439,3685,BT549,1
Bortezomib,387447,ADM hydrochloride,32874,BT549,0
Bortezomib,387447,cis-Platin,441203,BT549,0
158798-73-3,400633,"Azacytidine, 5-",1805,BT549,0
158798-73-3,400633,amifostine,2141,BT549,0
158798-73-3,400633,anastrozole,2187,BT549,0
158798-73-3,400633,busulfan,2478,BT549,0
158798-73-3,400633,carmustine,2578,BT549,0
158798-73-3,400633,cyclophosphamide,2907,BT549,0
158798-73-3,400633,NSC256439,3685,BT549,0
158798-73-3,400633,ifosfamide,3690,BT549,0
158798-73-3,400633,methoxsalen,4114,BT549,0
158798-73-3,400633,mitotane,4211,BT549,0
158798-73-3,400633,pipobroman,4842,HS578T,0
158798-73-3,400633,Vorinostat,5311,BT549,0
158798-73-3,400633,thalidomide,5426,BT549,0
158798-73-3,400633,mitomycin C,5746,BT549,0
158798-73-3,400633,Triethylenemelamine,5799,BT549,0
158798-73-3,400633,55-86-7,5935,BT549,0
158798-73-3,400633,Quinacrine hydrochloride,6239,BT549,0
158798-73-3,400633,Procarbazine hydrochloride,9703,BT549,0
158798-73-3,400633,Zanosar,29327,BT549,0
158798-73-3,400633,ADM hydrochloride,32874,BT549,0
158798-73-3,400633,paclitaxel,36314,BT549,0
158798-73-3,400633,Co-V,40926,BT549,0
158798-73-3,400633,IMIQUIMOD,57469,BT549,0
158798-73-3,400633,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
158798-73-3,400633,Zoledronic acid,68740,BT549,0
158798-73-3,400633,Fulvestrant,104741,BT549,0
158798-73-3,400633,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
158798-73-3,400633,5-Aminolevulinic acid hydrochloride,123608,BT549,1
158798-73-3,400633,Pralatrexate,148121,BT549,0
158798-73-3,400633,docetaxel,148124,BT549,0
158798-73-3,400633,Erlotinib hydrochloride,176871,BT549,0
158798-73-3,400633,Lapatinib,208908,BT549,0
158798-73-3,400633,Sorafenib,216239,BT549,0
158798-73-3,400633,CHEMBL277800,354624,BT549,0
158798-73-3,400633,122111-05-1,356653,BT549,0
158798-73-3,400633,Bortezomib,387447,BT549,0
158798-73-3,400633,cis-Platin,441203,BT549,0
158798-73-3,400633,NSC-127716,451668,BT549,0
158798-73-3,400633,Dasatinib,3062316,BT549,0
158798-73-3,400633,Antibiotic AY 22989,5284616,BT549,0
158798-73-3,400633,Sunitinib,5329102,BT549,0
158798-73-3,400633,Romidepsin,5352062,BT549,0
158798-73-3,400633,bleomycin,5360373,BT549,0
158798-73-3,400633,NSC733504,6442177,BT549,0
158798-73-3,400633,Ixabepilone,6445540,BT549,0
158798-73-3,400633,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
158798-73-3,400633,Emcyt (Pharmacia),54611422,BT549,0
158798-73-3,400633,allopurinol,135401907,BT549,0
41575-94-4,426756,AZD6738,54761306,KPL1,1
cis-Platin,441203,NSC256439,3685,BT549,0
cis-Platin,441203,ADM hydrochloride,32874,BT549,0
Retinoic acid,444795,"Azacytidine, 5-",1805,BT549,0
Retinoic acid,444795,amifostine,2141,BT549,0
Retinoic acid,444795,anastrozole,2187,BT549,0
Retinoic acid,444795,busulfan,2478,BT549,0
Retinoic acid,444795,carmustine,2578,BT549,0
Retinoic acid,444795,cyclophosphamide,2907,BT549,0
Retinoic acid,444795,hydroxyurea,3657,BT549,0
Retinoic acid,444795,NSC256439,3685,BT549,0
Retinoic acid,444795,ifosfamide,3690,BT549,0
Retinoic acid,444795,methoxsalen,4114,BT549,0
Retinoic acid,444795,mitotane,4211,BT549,1
Retinoic acid,444795,pipobroman,4842,BT549,0
Retinoic acid,444795,Imatinib,5291,BT549,0
Retinoic acid,444795,Vorinostat,5311,BT549,0
Retinoic acid,444795,temozolomide,5394,BT549,0
Retinoic acid,444795,thalidomide,5426,BT549,0
Retinoic acid,444795,mitomycin C,5746,BT549,0
Retinoic acid,444795,Triethylenemelamine,5799,BT549,0
Retinoic acid,444795,55-86-7,5935,BT549,0
Retinoic acid,444795,Quinacrine hydrochloride,6239,BT549,0
Retinoic acid,444795,Procarbazine hydrochloride,9703,BT549,0
Retinoic acid,444795,Zanosar,29327,BT549,0
Retinoic acid,444795,ADM hydrochloride,32874,BT549,0
Retinoic acid,444795,paclitaxel,36314,BT549,1
Retinoic acid,444795,Carboplatinum,38904,BT549,0
Retinoic acid,444795,Co-V,40926,BT549,1
Retinoic acid,444795,IMIQUIMOD,57469,BT549,0
Retinoic acid,444795,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Retinoic acid,444795,Zoledronic acid,68740,BT549,0
Retinoic acid,444795,Bendamustine hydrochloride,77082,BT549,0
Retinoic acid,444795,7803-88-5,96312,BT549,0
Retinoic acid,444795,Fulvestrant,104741,BT549,1
Retinoic acid,444795,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
Retinoic acid,444795,5-Aminolevulinic acid hydrochloride,123608,BT549,0
Retinoic acid,444795,Pralatrexate,148121,HS578T,0
Retinoic acid,444795,docetaxel,148124,BT549,1
Retinoic acid,444795,MITHRAMYCIN,163659,BT549,0
Retinoic acid,444795,Erlotinib hydrochloride,176871,BT549,0
Retinoic acid,444795,Lapatinib,208908,BT549,0
Retinoic acid,444795,Sorafenib,216239,BT549,1
Retinoic acid,444795,Vinblastine sulfate,241902,BT549,1
Retinoic acid,444795,CHEMBL277800,354624,BT549,0
Retinoic acid,444795,122111-05-1,356653,BT549,0
Retinoic acid,444795,Bortezomib,387447,BT549,0
Retinoic acid,444795,158798-73-3,400633,BT549,0
Retinoic acid,444795,cis-Platin,441203,BT549,0
Retinoic acid,444795,NSC-127716,451668,BT549,0
Retinoic acid,444795,Antibiotic AD 32,454216,BT549,0
Retinoic acid,444795,Nilotinib,644241,BT549,0
Retinoic acid,444795,6-Mercaptopurine,667490,BT549,0
Retinoic acid,444795,Tamoxifen citrate,2733525,BT549,0
Retinoic acid,444795,Dasatinib,3062316,BT549,0
Retinoic acid,444795,Antibiotic AY 22989,5284616,BT549,0
Retinoic acid,444795,Sunitinib,5329102,BT549,0
Retinoic acid,444795,Romidepsin,5352062,BT549,0
Retinoic acid,444795,bleomycin,5360373,BT549,0
Retinoic acid,444795,NSC733504,6442177,BT549,0
Retinoic acid,444795,Ixabepilone,6445540,BT549,0
Retinoic acid,444795,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Retinoic acid,444795,Emcyt (Pharmacia),54611422,BT549,1
Retinoic acid,444795,allopurinol,135401907,BT549,0
NSC-127716,451668,amifostine,2141,BT549,1
NSC-127716,451668,carmustine,2578,BT549,1
NSC-127716,451668,NSC256439,3685,BT549,0
NSC-127716,451668,ADM hydrochloride,32874,BT549,0
NSC-127716,451668,Erlotinib hydrochloride,176871,BT549,0
NSC-127716,451668,Bortezomib,387447,BT549,0
NSC-127716,451668,cis-Platin,441203,BT549,1
NSC-127716,451668,Ixabepilone,6445540,BT549,0
NSC-127716,451668,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,1
NSC-127716,451668,Emcyt (Pharmacia),54611422,BT549,0
teniposide,452548,CHEMBL17639,1546,BT549,1
teniposide,452548,"Azacytidine, 5-",1805,BT549,1
teniposide,452548,altretamine,2123,BT549,0
teniposide,452548,amifostine,2141,BT549,0
teniposide,452548,anastrozole,2187,BT549,0
teniposide,452548,busulfan,2478,BT549,0
teniposide,452548,carmustine,2578,BT549,0
teniposide,452548,celecoxib,2662,BT549,0
teniposide,452548,chlorambucil,2708,BT549,0
teniposide,452548,cyclophosphamide,2907,BT549,0
teniposide,452548,Fludarabine Base,3367,BT549,0
teniposide,452548,5-Fluorouracil,3385,BT549,0
teniposide,452548,hydroxyurea,3657,BT549,0
teniposide,452548,NSC256439,3685,BT549,0
teniposide,452548,ifosfamide,3690,BT549,0
teniposide,452548,letrozole,3902,BT549,0
teniposide,452548,lomustine,3950,BT549,0
teniposide,452548,methoxsalen,4114,BT549,0
teniposide,452548,mitotane,4211,BT549,0
teniposide,452548,pipobroman,4842,BT549,0
teniposide,452548,Imatinib,5291,BT549,0
teniposide,452548,Vorinostat,5311,BT549,0
teniposide,452548,temozolomide,5394,BT549,0
teniposide,452548,thalidomide,5426,BT549,0
teniposide,452548,thiotepa,5453,BT549,0
teniposide,452548,mitomycin C,5746,BT549,1
teniposide,452548,5-Fluoro-2'-deoxyuridine,5790,BT549,1
teniposide,452548,55-86-7,5935,BT549,0
teniposide,452548,Uramustine,6194,BT549,0
teniposide,452548,Quinacrine hydrochloride,6239,BT549,0
teniposide,452548,CYTARABINE HYDROCHLORIDE,6252,BT549,1
teniposide,452548,Procarbazine hydrochloride,9703,BT549,0
teniposide,452548,MEGESTROL ACETATE,11683,BT549,0
teniposide,452548,Zanosar,29327,BT549,0
teniposide,452548,ADM hydrochloride,32874,BT549,0
teniposide,452548,paclitaxel,36314,BT549,0
teniposide,452548,Carboplatinum,38904,BT549,0
teniposide,452548,Co-V,40926,BT549,0
teniposide,452548,IMIQUIMOD,57469,BT549,0
teniposide,452548,TOPOTECAN HYDROCHLORIDE,60699,BT549,1
teniposide,452548,23541-50-6,62770,BT549,0
teniposide,452548,Zoledronic acid,68740,BT549,0
teniposide,452548,Bendamustine hydrochloride,77082,BT549,0
teniposide,452548,7803-88-5,96312,BT549,0
teniposide,452548,Fulvestrant,104741,BT549,0
teniposide,452548,7-Ethyl-10-hydroxycamptothecin,104842,BT549,1
teniposide,452548,5-Aminolevulinic acid hydrochloride,123608,BT549,0
teniposide,452548,methotrexate,126941,BT549,0
teniposide,452548,Pralatrexate,148121,BT549,1
teniposide,452548,docetaxel,148124,BT549,0
teniposide,452548,MITHRAMYCIN,163659,BT549,1
teniposide,452548,Erlotinib hydrochloride,176871,BT549,0
teniposide,452548,Lapatinib,208908,BT549,0
teniposide,452548,Sorafenib,216239,BT549,0
teniposide,452548,Vinblastine sulfate,241902,BT549,0
teniposide,452548,Vincristine sulfate,249332,BT549,1
teniposide,452548,CHEMBL277800,354624,BT549,0
teniposide,452548,122111-05-1,356653,BT549,1
teniposide,452548,Bortezomib,387447,BT549,1
teniposide,452548,158798-73-3,400633,BT549,0
teniposide,452548,cis-Platin,441203,BT549,0
teniposide,452548,Retinoic acid,444795,BT549,0
teniposide,452548,NSC-127716,451668,BT549,1
teniposide,452548,Antibiotic AD 32,454216,BT549,0
teniposide,452548,actinomycin D,457193,BT549,1
teniposide,452548,Nilotinib,644241,BT549,0
teniposide,452548,6-Mercaptopurine,667490,BT549,0
teniposide,452548,6-Thioguanine,2723601,BT549,0
teniposide,452548,Tamoxifen citrate,2733525,BT549,0
teniposide,452548,Dasatinib,3062316,BT549,1
teniposide,452548,Antibiotic AY 22989,5284616,BT549,1
teniposide,452548,Sunitinib,5329102,BT549,0
teniposide,452548,Romidepsin,5352062,BT549,1
teniposide,452548,bleomycin,5360373,BT549,0
teniposide,452548,NSC733504,6442177,BT549,1
teniposide,452548,Ixabepilone,6445540,BT549,0
teniposide,452548,Melphalan hydrochloride,9927978,BT549,0
teniposide,452548,Crizotinib,11626560,BT549,0
teniposide,452548,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
teniposide,452548,Vemurafenib,42611257,BT549,0
teniposide,452548,Emcyt (Pharmacia),54611422,BT549,0
teniposide,452548,dacarbazine,135398738,BT549,0
teniposide,452548,allopurinol,135401907,BT549,0
Antibiotic AD 32,454216,"Azacytidine, 5-",1805,BT549,1
Antibiotic AD 32,454216,amifostine,2141,BT549,0
Antibiotic AD 32,454216,anastrozole,2187,BT549,0
Antibiotic AD 32,454216,busulfan,2478,BT549,0
Antibiotic AD 32,454216,carmustine,2578,BT549,0
Antibiotic AD 32,454216,cyclophosphamide,2907,BT549,0
Antibiotic AD 32,454216,NSC256439,3685,BT549,1
Antibiotic AD 32,454216,ifosfamide,3690,BT549,0
Antibiotic AD 32,454216,methoxsalen,4114,BT549,0
Antibiotic AD 32,454216,mitotane,4211,UO31,0
Antibiotic AD 32,454216,pipobroman,4842,BT549,0
Antibiotic AD 32,454216,Vorinostat,5311,BT549,1
Antibiotic AD 32,454216,thalidomide,5426,BT549,0
Antibiotic AD 32,454216,mitomycin C,5746,BT549,0
Antibiotic AD 32,454216,Triethylenemelamine,5799,BT549,0
Antibiotic AD 32,454216,55-86-7,5935,BT549,0
Antibiotic AD 32,454216,Quinacrine hydrochloride,6239,BT549,0
Antibiotic AD 32,454216,Procarbazine hydrochloride,9703,BT549,0
Antibiotic AD 32,454216,Zanosar,29327,BT549,0
Antibiotic AD 32,454216,ADM hydrochloride,32874,BT549,0
Antibiotic AD 32,454216,Co-V,40926,BT549,0
Antibiotic AD 32,454216,IMIQUIMOD,57469,BT549,0
Antibiotic AD 32,454216,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Antibiotic AD 32,454216,Zoledronic acid,68740,HS578T,1
Antibiotic AD 32,454216,Bendamustine hydrochloride,77082,BT549,1
Antibiotic AD 32,454216,Fulvestrant,104741,BT549,0
Antibiotic AD 32,454216,5-Aminolevulinic acid hydrochloride,123608,HS578T,0
Antibiotic AD 32,454216,methotrexate,126941,BT549,0
Antibiotic AD 32,454216,Pralatrexate,148121,BT549,0
Antibiotic AD 32,454216,docetaxel,148124,BT549,1
Antibiotic AD 32,454216,Erlotinib hydrochloride,176871,HS578T,0
Antibiotic AD 32,454216,CHEMBL277800,354624,BT549,0
Antibiotic AD 32,454216,Bortezomib,387447,BT549,1
Antibiotic AD 32,454216,158798-73-3,400633,BT549,0
Antibiotic AD 32,454216,cis-Platin,441203,BT549,0
Antibiotic AD 32,454216,NSC-127716,451668,BT549,0
Antibiotic AD 32,454216,6-Mercaptopurine,667490,BT549,0
Antibiotic AD 32,454216,Antibiotic AY 22989,5284616,BT549,0
Antibiotic AD 32,454216,Romidepsin,5352062,BT549,0
Antibiotic AD 32,454216,Ixabepilone,6445540,HS578T,0
Antibiotic AD 32,454216,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Antibiotic AD 32,454216,Emcyt (Pharmacia),54611422,BT549,0
Antibiotic AD 32,454216,allopurinol,135401907,BT549,0
actinomycin D,457193,CHEMBL17639,1546,BT549,0
actinomycin D,457193,"Azacytidine, 5-",1805,BT549,1
actinomycin D,457193,amifostine,2141,BT549,1
actinomycin D,457193,anastrozole,2187,BT549,0
actinomycin D,457193,busulfan,2478,BT549,0
actinomycin D,457193,carmustine,2578,BT549,0
actinomycin D,457193,celecoxib,2662,BT549,0
actinomycin D,457193,cyclophosphamide,2907,BT549,0
actinomycin D,457193,Fludarabine Base,3367,BT549,1
actinomycin D,457193,hydroxyurea,3657,BT549,0
actinomycin D,457193,NSC256439,3685,BT549,1
actinomycin D,457193,ifosfamide,3690,BT549,0
actinomycin D,457193,methoxsalen,4114,BT549,0
actinomycin D,457193,mitotane,4211,BT549,1
actinomycin D,457193,pipobroman,4842,BT549,0
actinomycin D,457193,Imatinib,5291,BT549,0
actinomycin D,457193,Vorinostat,5311,BT549,1
actinomycin D,457193,temozolomide,5394,BT549,0
actinomycin D,457193,thalidomide,5426,BT549,0
actinomycin D,457193,thiotepa,5453,BT549,1
actinomycin D,457193,mitomycin C,5746,BT549,0
actinomycin D,457193,5-Fluoro-2'-deoxyuridine,5790,BT549,0
actinomycin D,457193,Triethylenemelamine,5799,BT549,1
actinomycin D,457193,55-86-7,5935,MDAMB468,0
actinomycin D,457193,Quinacrine hydrochloride,6239,BT549,0
actinomycin D,457193,CYTARABINE HYDROCHLORIDE,6252,BT549,1
actinomycin D,457193,Procarbazine hydrochloride,9703,BT549,0
actinomycin D,457193,Zanosar,29327,BT549,0
actinomycin D,457193,ADM hydrochloride,32874,BT549,0
actinomycin D,457193,paclitaxel,36314,BT549,1
actinomycin D,457193,Carboplatinum,38904,BT549,0
actinomycin D,457193,Co-V,40926,BT549,0
actinomycin D,457193,IMIQUIMOD,57469,BT549,0
actinomycin D,457193,TOPOTECAN HYDROCHLORIDE,60699,MCF7,0
actinomycin D,457193,Zoledronic acid,68740,BT549,0
actinomycin D,457193,Bendamustine hydrochloride,77082,BT549,0
actinomycin D,457193,7803-88-5,96312,BT549,0
actinomycin D,457193,Fulvestrant,104741,BT549,1
actinomycin D,457193,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
actinomycin D,457193,5-Aminolevulinic acid hydrochloride,123608,BT549,0
actinomycin D,457193,methotrexate,126941,BT549,0
actinomycin D,457193,Pralatrexate,148121,BT549,0
actinomycin D,457193,docetaxel,148124,BT549,1
actinomycin D,457193,MITHRAMYCIN,163659,BT549,1
actinomycin D,457193,Erlotinib hydrochloride,176871,BT549,0
actinomycin D,457193,Lapatinib,208908,BT549,1
actinomycin D,457193,Sorafenib,216239,BT549,0
actinomycin D,457193,Vinblastine sulfate,241902,BT549,0
actinomycin D,457193,Vincristine sulfate,249332,BT549,0
actinomycin D,457193,CHEMBL277800,354624,BT549,0
actinomycin D,457193,122111-05-1,356653,BT549,0
actinomycin D,457193,Bortezomib,387447,MCF7,0
actinomycin D,457193,158798-73-3,400633,BT549,0
actinomycin D,457193,cis-Platin,441203,BT549,1
actinomycin D,457193,Retinoic acid,444795,BT549,1
actinomycin D,457193,NSC-127716,451668,BT549,1
actinomycin D,457193,Antibiotic AD 32,454216,BT549,1
actinomycin D,457193,Nilotinib,644241,BT549,1
actinomycin D,457193,6-Mercaptopurine,667490,HS578T,0
actinomycin D,457193,Tamoxifen citrate,2733525,BT549,1
actinomycin D,457193,Dasatinib,3062316,BT549,0
actinomycin D,457193,Antibiotic AY 22989,5284616,BT549,0
actinomycin D,457193,Sunitinib,5329102,BT549,0
actinomycin D,457193,Romidepsin,5352062,BT549,0
actinomycin D,457193,bleomycin,5360373,BT549,1
actinomycin D,457193,NSC733504,6442177,BT549,0
actinomycin D,457193,Ixabepilone,6445540,BT549,0
actinomycin D,457193,Eloxatin (TN) (Sanofi Synthelab),24197464,MCF7,0
actinomycin D,457193,Emcyt (Pharmacia),54611422,BT549,0
actinomycin D,457193,allopurinol,135401907,BT549,0
Nilotinib,644241,"Azacytidine, 5-",1805,BT549,0
Nilotinib,644241,amifostine,2141,BT549,0
Nilotinib,644241,anastrozole,2187,BT549,1
Nilotinib,644241,busulfan,2478,BT549,0
Nilotinib,644241,carmustine,2578,BT549,0
Nilotinib,644241,cyclophosphamide,2907,BT549,0
Nilotinib,644241,NSC256439,3685,BT549,0
Nilotinib,644241,ifosfamide,3690,BT549,0
Nilotinib,644241,methoxsalen,4114,BT549,0
Nilotinib,644241,mitotane,4211,BT549,0
Nilotinib,644241,pipobroman,4842,BT549,0
Nilotinib,644241,Vorinostat,5311,BT549,0
Nilotinib,644241,thalidomide,5426,BT549,0
Nilotinib,644241,mitomycin C,5746,BT549,0
Nilotinib,644241,Triethylenemelamine,5799,BT549,0
Nilotinib,644241,55-86-7,5935,BT549,0
Nilotinib,644241,Quinacrine hydrochloride,6239,BT549,0
Nilotinib,644241,Procarbazine hydrochloride,9703,BT549,0
Nilotinib,644241,Zanosar,29327,HS578T,0
Nilotinib,644241,ADM hydrochloride,32874,BT549,0
Nilotinib,644241,paclitaxel,36314,BT549,1
Nilotinib,644241,Co-V,40926,BT549,0
Nilotinib,644241,IMIQUIMOD,57469,BT549,0
Nilotinib,644241,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Nilotinib,644241,Zoledronic acid,68740,BT549,0
Nilotinib,644241,7803-88-5,96312,BT549,0
Nilotinib,644241,Fulvestrant,104741,BT549,0
Nilotinib,644241,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
Nilotinib,644241,5-Aminolevulinic acid hydrochloride,123608,BT549,0
Nilotinib,644241,Pralatrexate,148121,BT549,1
Nilotinib,644241,docetaxel,148124,BT549,1
Nilotinib,644241,Erlotinib hydrochloride,176871,BT549,0
Nilotinib,644241,Lapatinib,208908,BT549,0
Nilotinib,644241,Sorafenib,216239,BT549,1
Nilotinib,644241,Vinblastine sulfate,241902,BT549,1
Nilotinib,644241,CHEMBL277800,354624,BT549,0
Nilotinib,644241,122111-05-1,356653,BT549,0
Nilotinib,644241,Bortezomib,387447,BT549,0
Nilotinib,644241,158798-73-3,400633,BT549,0
Nilotinib,644241,cis-Platin,441203,BT549,0
Nilotinib,644241,NSC-127716,451668,BT549,0
Nilotinib,644241,Antibiotic AD 32,454216,BT549,0
Nilotinib,644241,Dasatinib,3062316,BT549,0
Nilotinib,644241,Antibiotic AY 22989,5284616,BT549,0
Nilotinib,644241,Sunitinib,5329102,BT549,0
Nilotinib,644241,Romidepsin,5352062,BT549,0
Nilotinib,644241,bleomycin,5360373,BT549,0
Nilotinib,644241,NSC733504,6442177,BT549,0
Nilotinib,644241,Ixabepilone,6445540,BT549,0
Nilotinib,644241,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Nilotinib,644241,Emcyt (Pharmacia),54611422,HS578T,0
Nilotinib,644241,allopurinol,135401907,BT549,0
6-Mercaptopurine,667490,amifostine,2141,BT549,0
6-Mercaptopurine,667490,busulfan,2478,BT549,0
6-Mercaptopurine,667490,carmustine,2578,BT549,0
6-Mercaptopurine,667490,cyclophosphamide,2907,BT549,0
6-Mercaptopurine,667490,NSC256439,3685,BT549,0
6-Mercaptopurine,667490,ifosfamide,3690,BT549,0
6-Mercaptopurine,667490,methoxsalen,4114,BT549,0
6-Mercaptopurine,667490,pipobroman,4842,BT549,0
6-Mercaptopurine,667490,thalidomide,5426,BT549,0
6-Mercaptopurine,667490,mitomycin C,5746,BT549,0
6-Mercaptopurine,667490,55-86-7,5935,BT549,0
6-Mercaptopurine,667490,Quinacrine hydrochloride,6239,BT549,0
6-Mercaptopurine,667490,Procarbazine hydrochloride,9703,BT549,0
6-Mercaptopurine,667490,Zanosar,29327,BT549,0
6-Mercaptopurine,667490,ADM hydrochloride,32874,BT549,0
6-Mercaptopurine,667490,Co-V,40926,BT549,0
6-Mercaptopurine,667490,IMIQUIMOD,57469,BT549,1
6-Mercaptopurine,667490,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
6-Mercaptopurine,667490,7803-88-5,96312,BT549,0
6-Mercaptopurine,667490,5-Aminolevulinic acid hydrochloride,123608,BT549,1
6-Mercaptopurine,667490,Erlotinib hydrochloride,176871,BT549,0
6-Mercaptopurine,667490,CHEMBL277800,354624,BT549,0
6-Mercaptopurine,667490,122111-05-1,356653,BT549,0
6-Mercaptopurine,667490,Bortezomib,387447,BT549,0
6-Mercaptopurine,667490,158798-73-3,400633,BT549,0
6-Mercaptopurine,667490,cis-Platin,441203,BT549,0
6-Mercaptopurine,667490,NSC-127716,451668,BT549,0
6-Mercaptopurine,667490,Nilotinib,644241,BT549,0
6-Mercaptopurine,667490,Antibiotic AY 22989,5284616,BT549,0
6-Mercaptopurine,667490,Ixabepilone,6445540,BT549,0
6-Mercaptopurine,667490,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
6-Mercaptopurine,667490,Emcyt (Pharmacia),54611422,BT549,0
6-Mercaptopurine,667490,allopurinol,135401907,BT549,0
10058-F4,1271002,Stattic,2779853,MDAMB468,0
10058-F4,1271002,SF1670,9926586,MDAMB468,0
10058-F4,1271002,GSK429286A,11373846,MDAMB468,0
10058-F4,1271002,PRT062607,44462758,MDAMB468,0
10058-F4,1271002,GSK2334470,46215815,MDAMB468,0
Idrocilamide,1550874,bepridil,2351,HUH7,1
Idrocilamide,1550874,Sertraline hydrochloride,63009,HUH7,0
Idrocilamide,1550874,TOREMIFENE CITRATE,3005572,HUH7,1
Idrocilamide,1550874,Clomifene citrate,3033832,HUH7,1
Idrocilamide,1550874,Apilimod,10173277,HUH7,0
Idrocilamide,1550874,CHEMBL3348928,73265194,HUH7,0
6-Thioguanine,2723601,CHEMBL17639,1546,BT549,0
6-Thioguanine,2723601,"Azacytidine, 5-",1805,BT549,0
6-Thioguanine,2723601,amifostine,2141,BT549,0
6-Thioguanine,2723601,anastrozole,2187,BT549,0
6-Thioguanine,2723601,busulfan,2478,BT549,0
6-Thioguanine,2723601,carmustine,2578,BT549,0
6-Thioguanine,2723601,celecoxib,2662,BT549,0
6-Thioguanine,2723601,cyclophosphamide,2907,BT549,0
6-Thioguanine,2723601,Fludarabine Base,3367,BT549,0
6-Thioguanine,2723601,hydroxyurea,3657,BT549,0
6-Thioguanine,2723601,NSC256439,3685,BT549,0
6-Thioguanine,2723601,ifosfamide,3690,BT549,0
6-Thioguanine,2723601,letrozole,3902,BT549,0
6-Thioguanine,2723601,methoxsalen,4114,BT549,0
6-Thioguanine,2723601,mitotane,4211,BT549,0
6-Thioguanine,2723601,pipobroman,4842,BT549,0
6-Thioguanine,2723601,Imatinib,5291,BT549,0
6-Thioguanine,2723601,Vorinostat,5311,BT549,0
6-Thioguanine,2723601,temozolomide,5394,BT549,0
6-Thioguanine,2723601,thalidomide,5426,BT549,0
